344,63,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,64,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,65,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,66,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,67,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,68,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,69,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,70,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,71,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,72,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,73,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,74,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,75,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,76,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,77,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,78,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,79,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,80,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,81,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,82,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,83,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,84,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,85,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,86,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,87,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,88,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,89,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,90,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
344,91,0,49,0,0,0,0,0,1,0,0,0,0,1,0,,,,
