302,46,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,47,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,48,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,49,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,50,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,51,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,52,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,53,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,54,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,55,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,56,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,57,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,58,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,59,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,60,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,61,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,62,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,63,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,64,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,65,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,66,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,67,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,68,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,69,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,70,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,71,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,72,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,73,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,74,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,75,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
302,76,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
303,46,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
303,47,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
303,48,0,45,0,0,0,0,0,1,0,0,0,0,1,0,,,,
