0,0,54,64,321,204,0,0,0,0,0,1,0,,,,
0,1,54,64,321,204,0,0,0,0,0,1,0,,,,
0,2,54,64,321,204,0,0,0,0,0,1,0,,,,
0,3,54,64,321,204,0,0,0,0,0,1,0,,,,
1,0,54,64,321,204,0,0,0,0,0,1,0,,,,
1,1,54,64,321,204,0,0,0,0,0,1,0,,,,
1,2,54,64,321,204,0,0,0,0,0,1,0,,,,
1,3,54,64,321,204,0,0,0,0,0,1,0,,,,
2,0,54,64,321,204,0,0,0,0,0,1,0,,,,
2,1,54,64,321,204,0,0,0,0,0,1,0,,,,
2,2,54,64,321,204,0,0,0,0,0,1,0,,,,
2,3,54,64,321,204,0,0,0,0,0,1,0,,,,
3,0,54,64,321,204,0,0,0,0,0,1,0,,,,
3,1,54,64,321,204,0,0,0,0,0,1,0,,,,
3,2,54,64,321,204,0,0,0,0,0,1,0,,,,
3,3,54,64,321,204,0,0,0,0,0,1,0,,,,
0,0,54,64,313,200,0,0,0,0,0,1,0,,,,
0,1,54,64,313,200,0,0,0,0,0,1,0,,,,
0,2,54,64,313,200,0,0,0,0,0,1,0,,,,
0,3,54,64,313,200,0,0,0,0,0,1,0,,,,
1,0,54,64,313,200,0,0,0,0,0,1,0,,,,
1,1,54,64,313,200,0,0,0,0,0,1,0,,,,
1,2,54,64,313,200,0,0,0,0,0,1,0,,,,
1,3,54,64,313,200,0,0,0,0,0,1,0,,,,
2,0,54,64,313,200,0,0,0,0,0,1,0,,,,
2,1,54,64,313,200,0,0,0,0,0,1,0,,,,
2,2,54,64,313,200,0,0,0,0,0,1,0,,,,
2,3,54,64,313,200,0,0,0,0,0,1,0,,,,
3,0,54,64,313,200,0,0,0,0,0,1,0,,,,
3,1,54,64,313,200,0,0,0,0,0,1,0,,,,
3,2,54,64,313,200,0,0,0,0,0,1,0,,,,
3,3,54,64,313,200,0,0,0,0,0,1,0,,,,
0,0,54,64,332,213,0,0,0,0,0,1,0,,,,
0,1,54,64,332,213,0,0,0,0,0,1,0,,,,
0,2,54,64,332,213,0,0,0,0,0,1,0,,,,
0,3,54,64,332,213,0,0,0,0,0,1,0,,,,
1,0,54,64,332,213,0,0,0,0,0,1,0,,,,
1,1,54,64,332,213,0,0,0,0,0,1,0,,,,
1,2,54,64,332,213,0,0,0,0,0,1,0,,,,
1,3,54,64,332,213,0,0,0,0,0,1,0,,,,
2,0,54,64,332,213,0,0,0,0,0,1,0,,,,
2,1,54,64,332,213,0,0,0,0,0,1,0,,,,
2,2,54,64,332,213,0,0,0,0,0,1,0,,,,
2,3,54,64,332,213,0,0,0,0,0,1,0,,,,
3,0,54,64,332,213,0,0,0,0,0,1,0,,,,
3,1,54,64,332,213,0,0,0,0,0,1,0,,,,
3,2,54,64,332,213,0,0,0,0,0,1,0,,,,
3,3,54,64,332,213,0,0,0,0,0,1,0,,,,
0,0,54,64,324,209,0,0,0,0,0,1,0,,,,
0,1,54,64,324,209,0,0,0,0,0,1,0,,,,
0,2,54,64,324,209,0,0,0,0,0,1,0,,,,
0,3,54,64,324,209,0,0,0,0,0,1,0,,,,
1,0,54,64,324,209,0,0,0,0,0,1,0,,,,
1,1,54,64,324,209,0,0,0,0,0,1,0,,,,
1,2,54,64,324,209,0,0,0,0,0,1,0,,,,
1,3,54,64,324,209,0,0,0,0,0,1,0,,,,
2,0,54,64,324,209,0,0,0,0,0,1,0,,,,
2,1,54,64,324,209,0,0,0,0,0,1,0,,,,
2,2,54,64,324,209,0,0,0,0,0,1,0,,,,
2,3,54,64,324,209,0,0,0,0,0,1,0,,,,
3,0,54,64,324,209,0,0,0,0,0,1,0,,,,
3,1,54,64,324,209,0,0,0,0,0,1,0,,,,
3,2,54,64,324,209,0,0,0,0,0,1,0,,,,
3,3,54,64,324,209,0,0,0,0,0,1,0,,,,
0,0,54,64,367,207,0,0,0,0,0,1,0,,,,
0,1,54,64,367,207,0,0,0,0,0,1,0,,,,
0,2,54,64,367,207,0,0,0,0,0,1,0,,,,
0,3,54,64,367,207,0,0,0,0,0,1,0,,,,
1,0,54,64,367,207,0,0,0,0,0,1,0,,,,
1,1,54,64,367,207,0,0,0,0,0,1,0,,,,
1,2,54,64,367,207,0,0,0,0,0,1,0,,,,
1,3,54,64,367,207,0,0,0,0,0,1,0,,,,
2,0,54,64,367,207,0,0,0,0,0,1,0,,,,
2,1,54,64,367,207,0,0,0,0,0,1,0,,,,
2,2,54,64,367,207,0,0,0,0,0,1,0,,,,
2,3,54,64,367,207,0,0,0,0,0,1,0,,,,
3,0,54,64,367,207,0,0,0,0,0,1,0,,,,
3,1,54,64,367,207,0,0,0,0,0,1,0,,,,
3,2,54,64,367,207,0,0,0,0,0,1,0,,,,
3,3,54,64,367,207,0,0,0,0,0,1,0,,,,
0,0,54,64,359,203,0,0,0,0,0,1,0,,,,
0,1,54,64,359,203,0,0,0,0,0,1,0,,,,
0,2,54,64,359,203,0,0,0,0,0,1,0,,,,
0,3,54,64,359,203,0,0,0,0,0,1,0,,,,
1,0,54,64,359,203,0,0,0,0,0,1,0,,,,
1,1,54,64,359,203,0,0,0,0,0,1,0,,,,
1,2,54,64,359,203,0,0,0,0,0,1,0,,,,
1,3,54,64,359,203,0,0,0,0,0,1,0,,,,
2,0,54,64,359,203,0,0,0,0,0,1,0,,,,
2,1,54,64,359,203,0,0,0,0,0,1,0,,,,
2,2,54,64,359,203,0,0,0,0,0,1,0,,,,
2,3,54,64,359,203,0,0,0,0,0,1,0,,,,
3,0,54,64,359,203,0,0,0,0,0,1,0,,,,
3,1,54,64,359,203,0,0,0,0,0,1,0,,,,
3,2,54,64,359,203,0,0,0,0,0,1,0,,,,
3,3,54,64,359,203,0,0,0,0,0,1,0,,,,
0,0,54,64,325,210,0,0,0,0,0,1,0,,,,
0,1,54,64,325,210,0,0,0,0,0,1,0,,,,
0,2,54,64,325,210,0,0,0,0,0,1,0,,,,
0,3,54,64,325,210,0,0,0,0,0,1,0,,,,
1,0,54,64,325,210,0,0,0,0,0,1,0,,,,
1,1,54,64,325,210,0,0,0,0,0,1,0,,,,
1,2,54,64,325,210,0,0,0,0,0,1,0,,,,
1,3,54,64,325,210,0,0,0,0,0,1,0,,,,
2,0,54,64,325,210,0,0,0,0,0,1,0,,,,
2,1,54,64,325,210,0,0,0,0,0,1,0,,,,
2,2,54,64,325,210,0,0,0,0,0,1,0,,,,
2,3,54,64,325,210,0,0,0,0,0,1,0,,,,
3,0,54,64,325,210,0,0,0,0,0,1,0,,,,
3,1,54,64,325,210,0,0,0,0,0,1,0,,,,
3,2,54,64,325,210,0,0,0,0,0,1,0,,,,
3,3,54,64,325,210,0,0,0,0,0,1,0,,,,
0,0,54,64,366,211,0,0,0,0,0,1,0,,,,
0,1,54,64,366,211,0,0,0,0,0,1,0,,,,
0,2,54,64,366,211,0,0,0,0,0,1,0,,,,
0,3,54,64,366,211,0,0,0,0,0,1,0,,,,
1,0,54,64,366,211,0,0,0,0,0,1,0,,,,
1,1,54,64,366,211,0,0,0,0,0,1,0,,,,
1,2,54,64,366,211,0,0,0,0,0,1,0,,,,
1,3,54,64,366,211,0,0,0,0,0,1,0,,,,
2,0,54,64,366,211,0,0,0,0,0,1,0,,,,
2,1,54,64,366,211,0,0,0,0,0,1,0,,,,
2,2,54,64,366,211,0,0,0,0,0,1,0,,,,
2,3,54,64,366,211,0,0,0,0,0,1,0,,,,
3,0,54,64,366,211,0,0,0,0,0,1,0,,,,
3,1,54,64,366,211,0,0,0,0,0,1,0,,,,
3,2,54,64,366,211,0,0,0,0,0,1,0,,,,
3,3,54,64,366,211,0,0,0,0,0,1,0,,,,
0,0,54,64,317,206,0,0,0,0,0,1,0,,,,
0,1,54,64,317,206,0,0,0,0,0,1,0,,,,
0,2,54,64,317,206,0,0,0,0,0,1,0,,,,
0,3,54,64,317,206,0,0,0,0,0,1,0,,,,
1,0,54,64,317,206,0,0,0,0,0,1,0,,,,
1,1,54,64,317,206,0,0,0,0,0,1,0,,,,
1,2,54,64,317,206,0,0,0,0,0,1,0,,,,
1,3,54,64,317,206,0,0,0,0,0,1,0,,,,
2,0,54,64,317,206,0,0,0,0,0,1,0,,,,
2,1,54,64,317,206,0,0,0,0,0,1,0,,,,
2,2,54,64,317,206,0,0,0,0,0,1,0,,,,
2,3,54,64,317,206,0,0,0,0,0,1,0,,,,
3,0,54,64,317,206,0,0,0,0,0,1,0,,,,
3,1,54,64,317,206,0,0,0,0,0,1,0,,,,
3,2,54,64,317,206,0,0,0,0,0,1,0,,,,
3,3,54,64,317,206,0,0,0,0,0,1,0,,,,
0,0,54,64,336,219,0,0,0,0,0,1,0,,,,
0,1,54,64,336,219,0,0,0,0,0,1,0,,,,
0,2,54,64,336,219,0,0,0,0,0,1,0,,,,
0,3,54,64,336,219,0,0,0,0,0,1,0,,,,
1,0,54,64,336,219,0,0,0,0,0,1,0,,,,
1,1,54,64,336,219,0,0,0,0,0,1,0,,,,
1,2,54,64,336,219,0,0,0,0,0,1,0,,,,
1,3,54,64,336,219,0,0,0,0,0,1,0,,,,
2,0,54,64,336,219,0,0,0,0,0,1,0,,,,
2,1,54,64,336,219,0,0,0,0,0,1,0,,,,
2,2,54,64,336,219,0,0,0,0,0,1,0,,,,
2,3,54,64,336,219,0,0,0,0,0,1,0,,,,
